dbn,locationname,school_type,aca_p_13,com_p_13,eng_p_13,saf_p_13,p_q1a,,,,p_q1b,,,,p_q1c,,,,p_q1d,,,,p_q1e,,,,p_q1f,,,,p_q1g,,,,p_q1h,,,,p_q1i,,,,p_q1j,,,,p_q1k,,,,p_q1l,,,,p_q1m,,,,p_q1n,,,,p_q1o,,,,p_q1p,,,,p_q1q,,,,p_q1r,,,,p_q2a,,,,,p_q2b,,,,,p_q2c,,,,,p_q2d,,,,,p_q2e,,,,,p_q2f,,,,,p_q2g,,,,,p_q2h,,,,,p_q2i,,,,,p_q2j,,,,,p_q3a,,,,p_q3b,,,,p_q4a,,,,p_q4b,,,,p_q4c,,,,p_q4d,,,,p_q5a,,,,p_q5b,,,,p_q5c,,,,p_q7a,p_q7b,p_q7c,p_q7d,p_q7e,p_q7f,p_q7g,p_q7h,p_q7i,p_q7j,p_q8,,,,,,,,,,p_q9,,,,p_q10a,,,,p_q10b
01M364,Earth School,ES,8.84948,9.15292,8.9,9.1,9.17702,,,,9.1875,,,,9.02174,,,,9.5,,,,9.57813,,,,8.64907,,,,9.07813,,,,9.46875,,,,8.43168,,,,8.46273,,,,8.80435,,,,9.00621,,,,8.92188,,,,8.84375,,,,8.82075,,,,8.19355,,,,8.0298,,,,8.83117,,,,9.3,,,,,9.3,,,,,9.2,,,,,9,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,9.18831,,,,Not Scored,,,,9.10938,,,,8.89063,,,,9.23438,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,,,,,,,,,,9.02778,,,,9.30556,,,,8.67647
01M378,School for Global Leaders,MS,9.32918,8.99133,9,9.2,8.85417,,,,8.69048,,,,8.87725,,,,9.13636,,,,8.87725,,,,8.89222,,,,8.87048,,,,9.30723,,,,9.15663,,,,9.37879,,,,9.34451,,,,9.41617,,,,9.375,,,,9.35241,,,,9.33333,,,,9.2638,,,,9.12651,,,,9.25926,,,,9.2,,,,,9.2,,,,,9.2,,,,,9.2,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,8.22289,,,,Not Scored,,,,9.29641,,,,9.48795,,,,9.5122,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,,,,,,,,,,9.32432,,,,9.21429,,,,8.97059
01M448,University Neighborhood High School,HS,8.14655,7.99376,7.5,8.3,8.07692,,,,7.43671,,,,7.94304,,,,8.1962,,,,8.37662,,,,7.98077,,,,7.80405,,,,8.01282,,,,7.56579,,,,8.00633,,,,8.02632,,,,8.14935,,,,8.33333,,,,8.01282,,,,8.14935,,,,8.01282,,,,7.8125,,,,8.11644,,,,8.4,,,,,8.3,,,,,8.2,,,,,8.1,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,4.25676,,,,Not Scored,,,,8.11644,,,,7.84722,,,,7.88732,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,,,,,,,,,,8.3,,,,8.6,,,,8.3
01M450,East Side Community School,MS/HS,8.9106,9.1175,8.8,9,9.26471,,,,8.85135,,,,9.09946,,,,9.30108,,,,9.43243,,,,8.83065,,,,9.00273,,,,9.09459,,,,9.11685,,,,9.2027,,,,9.14402,,,,9.09946,,,,9.15775,,,,8.98098,,,,9.09946,,,,9.04372,,,,8.79213,,,,8.98305,,,,9,,,,,9.1,,,,,8.7,,,,,8.9,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,7.77933,,,,Not Scored,,,,9.07609,,,,9.08108,,,,9.02174,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,,,,,,,,,,8.38889,,,,8.44444,,,,8.33333
01M458,Forsyth Satellite Academy,HST,8.33359,8.02719,7.9,8.2,8.06452,,,,7.66129,,,,6.53226,,,,8.46774,,,,8.70968,,,,8.3871,,,,7.98387,,,,8.91667,,,,7.67241,,,,8.66667,,,,8.62069,,,,8.5,,,,8.01724,,,,8.36207,,,,8.33333,,,,8,,,,8.25,,,,8.08333,,,,8.6,,,,,8.3,,,,,7.8,,,,,8.1,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,5.77586,,,,Not Scored,,,,8.83333,,,,8.44828,,,,8.83333,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,,,,,,,,,,8.33333,,,,8,,,,7.91667
01M509,Marta Valle High School,HS,8.06089,8.2968,8.1,8.2,8.23529,,,,8.01471,,,,8.28571,,,,8.71429,,,,8.67647,,,,8.16176,,,,8.16176,,,,8.57143,,,,8,,,,8.28571,,,,8.16176,,,,8.48485,,,,8.63636,,,,8.23529,,,,7.79412,,,,7.72727,,,,7.96875,,,,8.4375,,,,8.1,,,,,8.3,,,,,8.6,,,,,8,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,6.59091,,,,Not Scored,,,,8.33333,,,,8.06452,,,,8.18182,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,,,,,,,,,,8.75,,,,7.91667,,,,6.66667
01M515,Lower East Side Preparatory High School,HST,8.33412,8.36245,8,8.5,8.4331,,,,8.19149,,,,8.3274,,,,8.44858,,,,8.75442,,,,8.55872,,,,8.23843,,,,8.40747,,,,8.26512,,,,8.35409,,,,8.40989,,,,8.41873,,,,8.25893,,,,8.25,,,,8.39223,,,,8.45196,,,,8.39928,,,,8.62007,,,,8.9,,,,,8.5,,,,,8.6,,,,,8,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,5.05376,,,,Not Scored,,,,8.21828,,,,8.25279,,,,8.13433,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,,,,,,,,,,N/A,,,,N/A,,,,N/A
01M539,"New Explorations into Science, Technology and Math High School",ES/MS/HS,8.41138,8.38621,8,8.4,8.60043,,,,8.09013,,,,8.31786,,,,7.9298,,,,8.96552,,,,7.83046,,,,7.32272,,,,8.86758,,,,8.56887,,,,9.06205,,,,8.58929,,,,8.57245,,,,8.20448,,,,8.22917,,,,8.81295,,,,8.40639,,,,7.83128,,,,8.42688,,,,8.8,,,,,8.5,,,,,8.2,,,,,8.1,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,7.39478,,,,Not Scored,,,,8.11416,,,,8.90014,,,,8.85838,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,,,,,,,,,,8,,,,8.33333,,,,6.78571
01M650,Cascades High School,HST,8.86009,8.89305,8.6,9.1,9.00943,,,,8.57843,,,,8.39623,,,,9.48113,,,,9.29245,,,,8.77451,,,,9.16667,,,,9.0566,,,,8.67925,,,,8.79808,,,,9.00943,,,,8.92157,,,,8.96226,,,,8.91509,,,,8.84615,,,,8.75,,,,8.69565,,,,9.01042,,,,9.1,,,,,9.2,,,,,9,,,,,9.1,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,5.96154,,,,Not Scored,,,,9.16667,,,,8.82353,,,,9.1,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,,,,,,,,,,8.33333,,,,8.75,,,,9.16667
01M696,Bard High School Early College,HS,7.79778,8.74511,8.8,8.8,8.67188,,,,8.01056,,,,8.65854,,,,9.08854,,,,9.46303,,,,8.53299,,,,8.4507,,,,9.25439,,,,8.81944,,,,9.59364,,,,9.20732,,,,9.23684,,,,9.10279,,,,8.88596,,,,9.3554,,,,9.34441,,,,9.14336,,,,8.75,,,,8.9,,,,,8.9,,,,,8.5,,,,,8.8,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,8.5614,,,,Not Scored,,,,8.7807,,,,9.20495,,,,9.0636,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,,,,,,,,,,N/A,,,,N/A,,,,N/A
01M839,Tompkins Square Middle School,MS,8.51511,8.68013,8.1,8.6,9.09574,,,,8.62847,,,,8.47902,,,,8.93357,,,,8.86364,,,,8.74126,,,,8.32143,,,,8.79433,,,,8.125,,,,8.54167,,,,8.54167,,,,8.46154,,,,8.36806,,,,8.47222,,,,8.51399,,,,8.04196,,,,7.62411,,,,8.27778,,,,8.9,,,,,8.8,,,,,8.7,,,,,8.5,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,5.71168,,,,Not Scored,,,,8.54167,,,,8.52431,,,,8.61888,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,,,,,,,,,,8.85417,,,,8.7,,,,8.5
02M001,P.S. 001 Alfred E. Smith,ES,8.03,8.26043,7.6,8.1,8.37558,,,,8.31395,,,,8.053,,,,8.2783,,,,8.59155,,,,8.09579,,,,8.00234,,,,8.17536,,,,7.88732,,,,7.95349,,,,8.27103,,,,8.11916,,,,7.88915,,,,8.04245,,,,8.01683,,,,7.7125,,,,7.64103,,,,7.97101,,,,8.3,,,,,8.1,,,,,8.1,,,,,8.1,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,5,,,,Not Scored,,,,8.18605,,,,7.98837,,,,8.2243,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,,,,,,,,,,8.58696,,,,7.95455,,,,7.61364
02M002,P.S. 002 Meyer London,ES,8.1157,8.36128,7.7,8.3,8.47028,,,,8.37281,,,,8.35573,,,,8.3042,,,,8.68304,,,,8.22438,,,,8.0885,,,,8.36022,,,,8.1895,,,,8.22321,,,,8.50713,,,,8.29018,,,,8.23843,,,,8.246,,,,8.29464,,,,8.02026,,,,7.98571,,,,8.56033,,,,8.7,,,,,8,,,,,8,,,,,8,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,4.69322,,,,Not Scored,,,,8.03982,,,,8.12953,,,,8.22581,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,,,,,,,,,,7.72727,,,,8,,,,7.61628
02M003,P.S. 003 Charrette School,ES,8.58069,9.00134,8.9,8.8,9.09188,,,,9.12206,,,,8.42077,,,,9.47002,,,,9.59503,,,,9.01824,,,,8.70708,,,,9.47425,,,,8.87392,,,,8.93398,,,,8.93777,,,,9.03763,,,,8.7257,,,,8.85823,,,,8.93167,,,,8.35586,,,,7.95872,,,,8.27434,,,,8.9,,,,,9.2,,,,,8.8,,,,,8.8,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,8.7957,,,,Not Scored,,,,8.92009,,,,9.02151,,,,9.19546,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,,,,,,,,,,7.61364,,,,8.13433,,,,7.5
02M006,P.S. 006 Lillie D. Blake,ES,8.95965,8.91562,8.8,8.9,9.00932,,,,8.70911,,,,8.88435,,,,8.72941,,,,9.49182,,,,8.75584,,,,8.47418,,,,9.32827,,,,8.85198,,,,9.07494,,,,8.96127,,,,9.0493,,,,8.81455,,,,8.91101,,,,9.12736,,,,8.35802,,,,7.99118,,,,8.90436,,,,9,,,,,8.9,,,,,9,,,,,8.7,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,9.08608,,,,Not Scored,,,,8.4881,,,,9.06028,,,,9.20804,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,,,,,,,,,,8.75,,,,9.23077,,,,8.92157
02M011,P.S. 011 William T. Harris,ES,8.55834,8.86396,8.8,8.9,8.9403,,,,8.80208,,,,8.65044,,,,8.97898,,,,9.43353,,,,8.60119,,,,8.65211,,,,9.15179,,,,9.11458,,,,8.92964,,,,8.6003,,,,8.77994,,,,8.59422,,,,8.5479,,,,8.9577,,,,8.15079,,,,7.65625,,,,9.00621,,,,8.8,,,,,8.9,,,,,9,,,,,8.8,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,9.14653,,,,Not Scored,,,,8.80952,,,,8.88643,,,,8.84615,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,,,,,,,,,,8.27586,,,,8.36207,,,,7.75862
02M033,P.S. 033 Chelsea Prep,ES,8.8909,9.11034,9,9,9.26389,,,,9.259,,,,8.81579,,,,9.12953,,,,9.46823,,,,8.94044,,,,8.81285,,,,9.39944,,,,8.98892,,,,9.27486,,,,9.29363,,,,9.24306,,,,9.01934,,,,9.10864,,,,9.28969,,,,9.15966,,,,8.97143,,,,8.78223,,,,9.2,,,,,9.2,,,,,9.2,,,,,8.8,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,8.77493,,,,Not Scored,,,,8.74648,,,,9.16193,,,,9.32336,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,,,,,,,,,,7.94643,,,,8.125,,,,7.96296
02M040,P.S. 040 Augustus Saint-Gaudens,ES,7.72048,8.47674,8.4,8.6,8.60987,,,,8.41928,,,,8.29186,,,,8.79505,,,,9.41441,,,,8.81166,,,,7.65909,,,,8.90411,,,,8.11086,,,,8.28829,,,,8.13927,,,,8.20776,,,,7.94318,,,,7.87844,,,,8.4009,,,,7.79412,,,,7.28643,,,,8.46065,,,,8.8,,,,,9,,,,,8.5,,,,,8.1,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,8.82353,,,,Not Scored,,,,8.24661,,,,8.00228,,,,8.7156,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,,,,,,,,,,5.72917,,,,7.29167,,,,6.41304
02M041,P.S. 041 Greenwich Village,ES,8.8606,9.09393,8.8,9.2,9.22521,,,,9.1027,,,,8.87113,,,,8.92857,,,,9.56771,,,,8.60248,,,,8.67983,,,,9.45135,,,,8.95313,,,,9.0031,,,,8.96694,,,,8.91304,,,,8.99479,,,,8.83023,,,,9.14419,,,,8.34402,,,,7.80286,,,,9.24528,,,,9.3,,,,,9.2,,,,,8.9,,,,,9,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,9.06576,,,,Not Scored,,,,8.9666,,,,8.96226,,,,9.33577,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,,,,,,,,,,8.58025,,,,8.98148,,,,8.24074
02M042,P.S. 042 Benjamin Altman,ES,8.02989,8.27691,7.7,8.3,8.39981,,,,8.28477,,,,8.1378,,,,8.38015,,,,8.63636,,,,8.20356,,,,8.00663,,,,8.258,,,,8.17884,,,,8.12852,,,,8.28972,,,,8.22368,,,,8.14151,,,,8.1156,,,,8.17925,,,,7.86621,,,,7.70875,,,,8.32353,,,,8.6,,,,,8.2,,,,,8,,,,,7.9,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,5.01453,,,,Not Scored,,,,8.08712,,,,8.13679,,,,8.27947,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,,,,,,,,,,8.16176,,,,7.8125,,,,7.10938
02M047,47 The American Sign Language and English Secondary School,HS,8.56972,8.77186,8.1,8.7,8.75,,,,8.44203,,,,8.41549,,,,9.08451,,,,9.29577,,,,8.59155,,,,8.60714,,,,8.41549,,,,8.53571,,,,8.92857,,,,8.83803,,,,8.75,,,,8.85714,,,,8.67857,,,,8.78571,,,,8.4507,,,,7.99296,,,,8.69403,,,,9,,,,,8.7,,,,,8.8,,,,,8.5,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,4.78571,,,,Not Scored,,,,9.0493,,,,8.75,,,,8.69565,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,,,,,,,,,,7.77778,,,,8.1,,,,8.33333
02M051,P.S. 051 Elias Howe,ES,8.5324,8.66445,8.4,8.8,8.81148,,,,8.6413,,,,8.58516,,,,8.87228,,,,8.73626,,,,8.1694,,,,8.37017,,,,8.60497,,,,8.30601,,,,8.51093,,,,8.58696,,,,8.46467,,,,8.43923,,,,8.42033,,,,8.41667,,,,8.09593,,,,7.91139,,,,8.92857,,,,8.9,,,,,8.8,,,,,8.9,,,,,8.5,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,7.83149,,,,Not Scored,,,,8.79213,,,,8.4517,,,,8.8,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,,,,,,,,,,8.86905,,,,8.92857,,,,8.29268
02M059,P.S. 059 Beekman Hill International,ES,8.51562,8.71936,8.6,8.9,8.72093,,,,8.63712,,,,8.62876,,,,8.90365,,,,9.27365,,,,8.2,,,,8.16275,,,,9.11207,,,,8.61486,,,,8.47315,,,,8.6204,,,,8.64548,,,,8.59797,,,,8.44276,,,,8.69966,,,,7.90468,,,,7.4434,,,,9.19521,,,,8.8,,,,,8.8,,,,,9.1,,,,,8.8,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,9.03716,,,,Not Scored,,,,8.61296,,,,8.48007,,,,8.8206,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,,,,,,,,,,8.31081,,,,8.71622,,,,8.40278
02M077,P.S. 77 Lower Lab School,ES,8.61243,8.69965,8.6,8.5,8.56589,,,,8.33333,,,,8.6122,,,,8.62403,,,,9.39689,,,,8.67188,,,,8.25875,,,,9.20898,,,,8.66732,,,,8.90504,,,,8.71595,,,,8.71569,,,,8.43385,,,,8.45098,,,,8.88672,,,,8.46311,,,,7.71097,,,,8.14257,,,,8.6,,,,,8.7,,,,,8.5,,,,,8.8,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,8.76471,,,,Not Scored,,,,8.83858,,,,8.90625,,,,9.18627,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,,,,,,,,,,8.45238,,,,8.45238,,,,7.61905
02M089,P.S. 89,ES,8.61925,8.80737,8.8,9,8.74494,,,,8.79518,,,,8.31325,,,,9.23695,,,,9.375,,,,8.70482,,,,8.64458,,,,9.38272,,,,8.47782,,,,8.1754,,,,8.60442,,,,8.63454,,,,8.7753,,,,8.61789,,,,8.78543,,,,8.18182,,,,7.7323,,,,9.14959,,,,9.1,,,,,9,,,,,9.2,,,,,8.9,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,8.90244,,,,Not Scored,,,,8.99793,,,,8.67769,,,,9.20455,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,,,,,,,,,,8.66667,,,,8.57143,,,,8.53448
02M104,J.H.S. 104 Simon Baruch,MS,7.77455,7.81463,7.2,8,8.15854,,,,7.46642,,,,7.5431,,,,7.92025,,,,7.99628,,,,7.5894,,,,7.63699,,,,8.01735,,,,7.97546,,,,7.9649,,,,8.08714,,,,8.01661,,,,8.09421,,,,7.93881,,,,8.08642,,,,7.56646,,,,7.07742,,,,8.10489,,,,8.3,,,,,7.8,,,,,8,,,,,7.8,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,3.73106,,,,Not Scored,,,,7.78465,,,,7.80359,,,,8.05,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,,,,,,,,,,7.28155,,,,7.65,,,,6.91919
02M111,P.S. 111 Adolph S. Ochs,ES/MS,7.68754,7.87402,7.4,7.7,8.28125,,,,7.65625,,,,7.71053,,,,8.10526,,,,7.94737,,,,7.66129,,,,7.15789,,,,7.72222,,,,7.36559,,,,7.60638,,,,7.76882,,,,7.83333,,,,7.84211,,,,7.65957,,,,7.58427,,,,7.14706,,,,6.60714,,,,7.89326,,,,7.8,,,,,7.6,,,,,7.8,,,,,7.4,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,6.55556,,,,Not Scored,,,,7.98913,,,,7.52747,,,,8.24176,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,,,,,,,,,,8.28947,,,,7.77778,,,,6.94444
02M114,East Side Middle School,MS,8.62027,8.57229,8.4,9,8.69643,,,,7.89427,,,,8.32437,,,,8.53791,,,,9.23285,,,,8.42294,,,,8.19495,,,,8.91071,,,,8.69643,,,,8.9375,,,,8.7276,,,,8.77698,,,,8.99642,,,,8.59489,,,,9.02174,,,,8.55166,,,,7.64151,,,,9.26471,,,,9.4,,,,,8.9,,,,,8.9,,,,,8.7,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,7.51812,,,,Not Scored,,,,8.69091,,,,8.98917,,,,8.87454,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,,,,,,,,,,8.28947,,,,8.02632,,,,7.63158
02M116,P.S. 116 Mary Lindley Murray,ES,7.82963,8.3173,8.1,8.2,8.37838,,,,8.49698,,,,8.06231,,,,8.45745,,,,9.01813,,,,8.12879,,,,7.70331,,,,8.67378,,,,7.90785,,,,7.95934,,,,7.83333,,,,8.13444,,,,7.82774,,,,8.01988,,,,8.21319,,,,7.39309,,,,7.01159,,,,7.75463,,,,8.6,,,,,8.3,,,,,8.6,,,,,8.2,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,8.20669,,,,Not Scored,,,,7.92813,,,,7.99231,,,,8.48462,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,,,,,,,,,,7.35294,,,,7.72059,,,,7.21429
02M124,P.S. 124 Yung Wing,ES,7.89469,8.22203,7.7,8.3,8.25997,,,,8.34371,,,,8.06787,,,,8.18025,,,,8.63352,,,,8.21727,,,,7.99026,,,,8.13904,,,,7.82895,,,,7.91782,,,,8.12932,,,,8.07371,,,,8.05208,,,,7.93357,,,,8.00919,,,,7.5,,,,7.36999,,,,8.27834,,,,8.6,,,,,8.1,,,,,8.1,,,,,8.1,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,5.58181,,,,Not Scored,,,,8.09358,,,,7.87219,,,,8.05204,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,,,,,,,,,,7.88136,,,,7.9386,,,,7.41525
